ENRLMT_ID,NPI
O20031103000443,1831544311
O20031103000443,1831764117
O20031103000443,1841548880
O20031103000443,1841829876
O20031103000443,1851988372
O20031103000443,1861965055
O20031103000443,1871830810
O20031103000443,1881035079
O20031103000443,1881231751
O20031103000443,1912352493
O20031103000443,1922497510
O20031103000443,1932598521
O20031103000443,1932946951
O20031103000443,1942000401
O20031103000443,1962148726
O20031103000443,1972846699
O20031103000445,1013981547
O20031103000445,1114105749
O20031103000445,1356315899
O20031103000445,1467426585
O20031103000445,1649244187
O20031103000445,1992779516
O20031103000458,1013103050
O20031103000458,1205022845
O20031103000493,1003831132
O20031103000534,1023066149
O20031103000534,1043310428
O20031103000534,1164595070
O20031103000534,1326503749
O20031103000534,1912623364
O20031103000545,1003262809
O20031103000545,1053345785
O20031103000545,1124469473
O20031103000545,1144254871
O20031103000545,1235163965
O20031103000545,1326072059
O20031103000545,1417981143
O20031103000545,1548414543
O20031103000545,1699709329
O20031103000545,1770517401
O20031103000545,1780618405
O20031103000545,1861426595
O20031103000545,1922566017
O20031103000577,1487686580
O20031103000584,1023275278
O20031103000603,1144206582
O20031103000603,1154307593
O20031103000603,1184609075
O20031103000603,1215913470
O20031103000603,1275518151
O20031103000603,1336124205
O20031103000603,1558347708
O20031103000603,1629053509
O20031103000603,1730684853
O20031103000603,1790761138
O20031103000603,1811233927
O20031103000603,1831174713
O20031103000603,1962488304
O20031103000694,1013976281
O20031103000694,1487613287
O20031103000694,1699744128
O20031103000717,1003050410
O20031103000717,1144236571
O20031103000717,1205436938
O20031103000717,1285635599
O20031103000717,1285709261
O20031103000717,1396216677
O20031103000717,1528060019
O20031103000717,1629679089
O20031103000717,1649383035
O20031103000717,1659971398
O20031103000717,1679070577
O20031103000717,1700807997
O20031103000717,1730180894
O20031103000717,1740880483
O20031103000717,1902913999
O20031103000717,1942201397
O20031103000717,1962577890
O20031103000721,1003512740
O20031103000721,1013724665
O20031103000721,1033862479
O20031103000721,1093307746
O20031103000721,1164175592
O20031103000721,1164186847
O20031103000721,1215789573
O20031103000721,1245021401
O20031103000721,1427402783
O20031103000721,1457004897
O20031103000721,1528711959
O20031103000721,1558014993
O20031103000721,1639822067
O20031103000721,1710761960
O20031103000721,1760135107
O20031103000721,1801549241
O20031103000721,1821488966
O20031103000721,1831842277
O20031103000721,1912252024
O20031103000721,1952656050
O20031103000721,1972309920
O20031104000020,1265551212
O20031104000020,1346369394
O20031104000020,1982723037
O20031104000035,1063967933
O20031104000035,1194263608
O20031104000035,1235471954
O20031104000046,1063897593
O20031104000046,1194113217
O20031104000046,1447668678
O20031104000046,1659741924
O20031104000046,1912315144
O20031104000085,1689625196
O20031104000089,1013374990
O20031104000093,1871847293
O20031104000106,1023037025
O20031104000106,1023043486
O20031104000106,1073548442
O20031104000106,1154356517
O20031104000106,1205855186
O20031104000106,1225063688
O20031104000106,1629184049
O20031104000106,1679586192
O20031104000106,1982639357
O20031104000111,1043212400
O20031104000111,1073271797
O20031104000111,1134121593
O20031104000111,1144220096
O20031104000111,1164198727
O20031104000111,1255005526
O20031104000111,1255961918
O20031104000111,1275533127
O20031104000111,1316947278
O20031104000111,1386264703
O20031104000111,1457981110
O20031104000111,1487654331
O20031104000111,1548260490
O20031104000111,1558991208
O20031104000111,1689674517
O20031104000111,1801781802
O20031104000139,1831256353
O20031104000146,1013961820
O20031104000146,1629121074
O20031104000146,1831267236
O20031104000171,1316466816
O20031104000172,1174052989
O20031104000172,1518495498
O20031104000183,1497490957
O20031104000183,1669852372
O20031104000183,1699421065
O20031104000194,1659664639
O20031104000194,1669659769
O20031104000199,1093769473
O20031104000199,1255396172
O20031104000199,1518915396
O20031104000252,1649204074
O20031104000263,1144365834
O20031104000263,1356476543
O20031104000263,1437405925
O20031104000263,1700817657
O20031104000263,1730162991
O20031104000263,1841320884
O20031104000266,1013085513
O20031104000266,1063422277
O20031104000266,1073524559
O20031104000266,1134132921
O20031104000266,1164590576
O20031104000266,1215005715
O20031104000266,1255342630
O20031104000266,1346251733
O20031104000266,1366453771
O20031104000266,1386750701
O20031104000266,1467463885
O20031104000266,1528212149
O20031104000266,1548271026
O20031104000266,1548271943
O20031104000266,1558560326
O20031104000266,1609887009
O20031104000266,1609944115
O20031104000266,1609977198
O20031104000266,1619242302
O20031104000266,1689685091
O20031104000266,1730190117
O20031104000266,1790939163
O20031104000266,1952676496
O20031104000279,1003865825
O20031104000279,1023067840
O20031104000279,1033168331
O20031104000279,1063461366
O20031104000279,1073562898
O20031104000279,1104875426
O20031104000279,1114976933
O20031104000279,1134178957
O20031104000279,1164466801
O20031104000279,1164471983
O20031104000279,1205885027
O20031104000279,1245289073
O20031104000279,1316996333
O20031104000279,1326097148
O20031104000279,1336198167
O20031104000279,1346299161
O20031104000279,1376592311
O20031104000279,1386693505
O20031104000279,1396794111
O20031104000279,1437108255
O20031104000279,1457301251
O20031104000279,1467401687
O20031104000279,1497706964
O20031104000279,1528017340
O20031104000279,1568540581
O20031104000279,1568792943
O20031104000279,1588613889
O20031104000279,1679522973
O20031104000279,1689623985
O20031104000279,1720202773
O20031104000279,1811044878
O20031104000279,1821119389
O20031104000279,1841520228
O20031104000279,1861441164
O20031104000279,1912237496
O20031104000279,1912956731
O20031104000279,1932134236
O20031104000279,1932158755
O20031104000279,1952350258
O20031104000279,1972624245
O20031104000279,1972698744
O20031104000279,1982653994
O20031104000309,1194869297
O20031104000309,1306818265
